date,year,month,attack_type,sector,province,incident_count,financial_loss_million_idr,severity,detection_rate_percent,avg_response_time_hours,source,data_type
2023-04-01,2023,4,Phishing,Energi,Dki Jakarta,2015.0,48360,Critical,42,5.26,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Ransomware,Media,Jawa Barat,925.0,41625,Low,50,80.42,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Malware,Teknologi Informasi,Dki Jakarta,1155.0,48510,Medium,40,71.9,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Ddos,Kesehatan,Dki Jakarta,186.0,7068,Medium,57,52.25,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Data Breach,Pendidikan,Dki Jakarta,494.0,9386,High,53,13.22,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Social Engineering,Pendidikan,Sulawesi Selatan,1440.0,41760,Medium,55,58.15,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Scam/Fraud,Pemerintahan,Dki Jakarta,2646.0,85620,Low,54,167.18,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Sql Injection,Transportasi,Jawa Tengah,336.0,8064,Medium,81,32.18,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Brute Force,Transportasi,Jawa Tengah,866.0,5196,Medium,74,67.5,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Apt,Energi,Dki Jakarta,98.0,4410,Critical,60,5.69,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Cryptojacking,Manufaktur,Jawa Barat,305.0,9455,Medium,75,70.76,Bssn/Kominfo Statistics,internal_structured
2023-04-01,2023,4,Zero-Day Exploit,Teknologi Informasi,Dki Jakarta,94.0,1974,Low,79,95.22,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Phishing,Pendidikan,Dki Jakarta,1935.0,85620,High,49,7.36,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Ransomware,Telekomunikasi,Banten,1034.0,5170,Medium,70,24.26,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Malware,Energi,Dki Jakarta,1886.0,37720,Low,55,76.58,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Ddos,Pendidikan,Dki Jakarta,243.0,8262,Medium,62,59.21,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Data Breach,Pemerintahan,Lainnya,579.0,23739,Low,85,88.74,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Social Engineering,Energi,Lainnya,1564.0,73508,Medium,83,41.63,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Scam/Fraud,Perbankan & Keuangan,Dki Jakarta,2573.0,85620,Critical,68,1.71,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Sql Injection,Teknologi Informasi,Bali,229.0,8244,Medium,60,70.57,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Brute Force,Media,Dki Jakarta,467.0,17279,Medium,73,29.53,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Apt,Pemerintahan,Jawa Tengah,56.0,1904,Critical,66,3.92,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Cryptojacking,Kesehatan,Bali,425.0,19975,Medium,73,66.68,Bssn/Kominfo Statistics,internal_structured
2023-05-01,2023,5,Zero-Day Exploit,Energi,Sumatera Utara,74.0,3182,Low,79,80.05,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Phishing,Kesehatan,Dki Jakarta,2436.0,31668,Low,51,117.29,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Ransomware,Energi,Jawa Tengah,1148.0,51660,Medium,41,40.25,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Malware,Kesehatan,Dki Jakarta,1742.0,50518,Medium,57,53.08,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Ddos,Manufaktur,Banten,936.0,41184,Low,59,157.39,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Data Breach,Kesehatan,Dki Jakarta,323.0,9044,Low,59,157.63,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Social Engineering,Perbankan & Keuangan,Banten,800.0,6400,Medium,85,35.25,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Scam/Fraud,Media,Jawa Barat,2487.0,85620,Medium,72,64.3,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Sql Injection,Transportasi,Jawa Tengah,360.0,12240,Medium,60,44.9,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Brute Force,Retail & E-Commerce,Sulawesi Selatan,801.0,6408,Low,85,106.69,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Apt,Energi,Banten,197.0,6698,High,56,7.79,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Cryptojacking,Pemerintahan,Dki Jakarta,399.0,15960,High,49,22.84,Bssn/Kominfo Statistics,internal_structured
2023-05-31,2023,5,Zero-Day Exploit,Telekomunikasi,Sumatera Utara,33.0,957,Medium,76,49.41,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Phishing,Manufaktur,Jawa Tengah,2316.0,16212,Low,60,119.19,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Ransomware,Retail & E-Commerce,Dki Jakarta,542.0,27100,Medium,70,58.04,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Malware,Retail & E-Commerce,Sumatera Utara,2564.0,85620,Medium,45,27.71,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Ddos,Manufaktur,Dki Jakarta,266.0,6650,Low,51,106.35,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Data Breach,Pemerintahan,Bali,246.0,6150,Low,63,159.32,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Social Engineering,Perbankan & Keuangan,Jawa Tengah,1628.0,26048,High,65,8.26,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Scam/Fraud,Retail & E-Commerce,Jawa Tengah,3577.375,85620,Medium,81,39.19,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Sql Injection,Perbankan & Keuangan,Jawa Timur,368.0,11776,Critical,62,4.73,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Brute Force,Transportasi,Jawa Barat,709.0,9217,High,54,15.01,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Apt,Telekomunikasi,Jawa Barat,101.0,1414,Low,63,103.99,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Cryptojacking,Energi,Jawa Barat,133.0,6384,Critical,83,2.12,Bssn/Kominfo Statistics,internal_structured
2023-06-30,2023,6,Zero-Day Exploit,Perbankan & Keuangan,Dki Jakarta,38.0,1140,Low,84,94.79,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Phishing,Kesehatan,Jawa Timur,2709.0,83979,Medium,40,30.16,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Ransomware,Pendidikan,Jawa Timur,739.0,11085,High,44,13.83,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Malware,Perbankan & Keuangan,Lainnya,2307.0,78438,Critical,73,6.0,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Ddos,Transportasi,Jawa Timur,514.0,22102,Medium,59,26.62,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Data Breach,Telekomunikasi,Dki Jakarta,400.0,13600,Medium,40,44.22,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Social Engineering,Kesehatan,Jawa Timur,824.0,9064,Low,59,109.27,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Scam/Fraud,Teknologi Informasi,Dki Jakarta,3577.375,70632,Low,62,82.62,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Sql Injection,Retail & E-Commerce,Jawa Tengah,392.0,12544,Critical,45,2.27,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Brute Force,Transportasi,Jawa Barat,476.0,15232,Medium,43,68.28,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Apt,Kesehatan,Jawa Timur,123.0,4551,Medium,64,35.25,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Cryptojacking,Manufaktur,Dki Jakarta,428.0,11556,Medium,73,61.2,Bssn/Kominfo Statistics,internal_structured
2023-07-30,2023,7,Zero-Day Exploit,Kesehatan,Jawa Tengah,61.0,1281,Medium,73,29.74,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Phishing,Retail & E-Commerce,Lainnya,1789.0,66193,Medium,54,46.89,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Ransomware,Retail & E-Commerce,Jawa Timur,1127.0,20286,Low,63,105.71,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Malware,Pendidikan,Lainnya,2406.0,72180,Low,81,84.07,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Ddos,Teknologi Informasi,Dki Jakarta,447.0,7152,Medium,57,35.75,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Data Breach,Transportasi,Jawa Tengah,334.0,16366,Low,42,105.06,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Social Engineering,Teknologi Informasi,Bali,1143.0,46863,Low,60,84.31,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Scam/Fraud,Kesehatan,Bali,3577.375,85620,Medium,82,31.75,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Sql Injection,Kesehatan,Sulawesi Selatan,125.0,4250,Low,61,100.02,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Brute Force,Transportasi,Kalimantan Timur,622.0,22392,Medium,75,59.3,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Apt,Retail & E-Commerce,Dki Jakarta,168.0,4200,Medium,84,69.09,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Cryptojacking,Pemerintahan,Dki Jakarta,195.0,6630,Medium,47,64.74,Bssn/Kominfo Statistics,internal_structured
2023-08-29,2023,8,Zero-Day Exploit,Kesehatan,Dki Jakarta,32.0,736,Medium,50,54.95,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Phishing,Media,Jawa Tengah,1407.0,61908,Medium,78,27.75,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Ransomware,Retail & E-Commerce,Dki Jakarta,694.0,18738,Medium,49,57.23,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Malware,Teknologi Informasi,Jawa Tengah,2632.0,23688,Medium,47,63.07,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Ddos,Telekomunikasi,Bali,689.0,22048,Low,42,95.93,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Data Breach,Manufaktur,Dki Jakarta,438.0,4380,Medium,58,53.99,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Social Engineering,Energi,Banten,1092.0,44772,Low,63,155.76,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Scam/Fraud,Teknologi Informasi,Sulawesi Selatan,3577.375,85620,Low,48,125.03,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Sql Injection,Energi,Bali,188.0,3196,Low,54,91.23,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Brute Force,Pendidikan,Jawa Timur,767.0,13806,Medium,58,48.18,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Apt,Kesehatan,Jawa Barat,180.0,4140,Low,61,94.0,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Cryptojacking,Transportasi,Jawa Tengah,632.0,24016,Medium,42,35.04,Bssn/Kominfo Statistics,internal_structured
2023-09-28,2023,9,Zero-Day Exploit,Kesehatan,Jawa Timur,48.0,1920,Critical,72,5.6,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Phishing,Retail & E-Commerce,Kalimantan Timur,1717.0,63529,Medium,54,37.37,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Ransomware,Retail & E-Commerce,Jawa Tengah,698.0,33504,Medium,56,25.59,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Malware,Manufaktur,Bali,2377.0,85572,Low,65,150.62,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Ddos,Pendidikan,Jawa Timur,890.0,29370,Medium,70,71.03,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Data Breach,Manufaktur,Dki Jakarta,612.0,29988,Low,47,72.57,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Social Engineering,Retail & E-Commerce,Bali,1079.0,7553,Low,51,88.97,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Scam/Fraud,Transportasi,Jawa Timur,3577.375,85620,Medium,49,24.48,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Sql Injection,Energi,Dki Jakarta,334.0,2672,Low,83,143.38,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Brute Force,Pendidikan,Jawa Barat,403.0,8060,Medium,50,32.21,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Apt,Pendidikan,Dki Jakarta,56.0,1848,Low,67,88.08,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Cryptojacking,Perbankan & Keuangan,Jawa Barat,282.0,4230,Medium,41,53.79,Bssn/Kominfo Statistics,internal_structured
2023-10-28,2023,10,Zero-Day Exploit,Perbankan & Keuangan,Dki Jakarta,45.0,2025,Low,58,105.75,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Phishing,Energi,Sulawesi Selatan,2072.0,74592,Low,51,129.42,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Ransomware,Telekomunikasi,Dki Jakarta,715.0,8580,Low,82,162.62,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Malware,Pemerintahan,Sulawesi Selatan,1542.0,77100,Low,84,165.42,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Ddos,Manufaktur,Lainnya,513.0,19494,Medium,61,25.34,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Data Breach,Perbankan & Keuangan,Sulawesi Selatan,494.0,19266,High,47,11.89,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Social Engineering,Telekomunikasi,Kalimantan Timur,1222.0,59878,Medium,68,67.68,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Scam/Fraud,Kesehatan,Sumatera Utara,2242.0,31388,Low,54,147.07,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Sql Injection,Manufaktur,Dki Jakarta,240.0,5280,Medium,44,60.14,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Brute Force,Perbankan & Keuangan,Banten,859.0,24911,Medium,79,44.49,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Apt,Kesehatan,Jawa Barat,76.0,2280,Medium,81,31.19,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Cryptojacking,Perbankan & Keuangan,Jawa Barat,458.0,21526,Medium,82,63.47,Bssn/Kominfo Statistics,internal_structured
2023-11-27,2023,11,Zero-Day Exploit,Retail & E-Commerce,Jawa Tengah,27.0,1053,Low,80,160.27,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Phishing,Pemerintahan,Kalimantan Timur,3228.0,85620,Medium,54,60.06,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Ransomware,Retail & E-Commerce,Jawa Barat,1568.0,78400,Critical,58,5.21,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Malware,Transportasi,Dki Jakarta,2193.0,50439,Medium,44,46.58,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Ddos,Kesehatan,Jawa Barat,614.0,28858,High,50,21.73,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Data Breach,Media,Sulawesi Selatan,656.0,28864,Low,60,107.92,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Social Engineering,Telekomunikasi,Jawa Timur,1054.0,49538,Medium,77,58.32,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Scam/Fraud,Manufaktur,Dki Jakarta,3577.375,85620,Low,58,167.44,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Sql Injection,Pemerintahan,Jawa Tengah,111.0,5328,Low,83,98.15,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Brute Force,Perbankan & Keuangan,Jawa Barat,433.0,11258,High,43,22.38,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Apt,Retail & E-Commerce,Sumatera Utara,182.0,7098,Medium,75,40.08,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Cryptojacking,Retail & E-Commerce,Bali,631.0,14513,Low,44,103.18,Bssn/Kominfo Statistics,internal_structured
2023-12-27,2023,12,Zero-Day Exploit,Pemerintahan,Sumatera Utara,42.0,1722,High,73,9.22,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Phishing,Teknologi Informasi,Dki Jakarta,2011.0,85620,High,62,9.58,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Ransomware,Energi,Dki Jakarta,668.0,12024,Medium,80,70.68,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Malware,Pemerintahan,Dki Jakarta,1918.0,53704,Medium,85,68.03,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Ddos,Retail & E-Commerce,Sulawesi Selatan,668.0,30060,Medium,59,24.42,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Data Breach,Perbankan & Keuangan,Sumatera Utara,592.0,15392,High,59,6.57,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Social Engineering,Teknologi Informasi,Jawa Barat,1615.0,17765,Medium,55,69.62,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Scam/Fraud,Energi,Jawa Barat,3577.375,85620,Low,68,129.2,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Sql Injection,Energi,Jawa Timur,249.0,10458,Low,46,139.57,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Brute Force,Manufaktur,Kalimantan Timur,914.0,14624,Medium,68,61.03,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Apt,Pendidikan,Dki Jakarta,103.0,4120,Medium,66,32.53,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Cryptojacking,Manufaktur,Bali,396.0,18612,Medium,76,55.67,Bssn/Kominfo Statistics,internal_structured
2024-01-26,2024,1,Zero-Day Exploit,Telekomunikasi,Jawa Barat,44.0,1980,Medium,81,34.75,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Phishing,Transportasi,Jawa Barat,1390.0,33360,Medium,47,43.31,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Ransomware,Media,Jawa Barat,1137.0,54576,Medium,56,65.8,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Malware,Transportasi,Jawa Barat,3079.0,85620,Low,56,126.57,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Ddos,Teknologi Informasi,Sumatera Utara,420.0,12600,Low,60,124.56,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Data Breach,Transportasi,Dki Jakarta,734.0,32296,Critical,61,1.55,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Social Engineering,Manufaktur,Sumatera Utara,2090.0,22990,Medium,43,41.83,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Scam/Fraud,Kesehatan,Jawa Barat,3577.375,79230,High,75,19.18,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Sql Injection,Manufaktur,Dki Jakarta,384.0,8832,Medium,56,35.03,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Brute Force,Media,Dki Jakarta,742.0,20776,High,75,8.7,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Apt,Retail & E-Commerce,Jawa Tengah,105.0,1575,Medium,79,45.72,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Cryptojacking,Manufaktur,Sumatera Utara,241.0,7230,Critical,67,5.81,Bssn/Kominfo Statistics,internal_structured
2024-02-25,2024,2,Zero-Day Exploit,Teknologi Informasi,Banten,36.0,720,Medium,77,54.07,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Phishing,Pendidikan,Jawa Barat,1993.0,65769,High,54,23.1,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Ransomware,Energi,Dki Jakarta,1041.0,28107,Medium,42,53.41,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Malware,Pendidikan,Jawa Barat,1586.0,69784,High,75,11.35,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Ddos,Transportasi,Jawa Timur,500.0,16000,Medium,62,62.85,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Data Breach,Retail & E-Commerce,Jawa Timur,810.0,8100,Medium,67,41.65,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Social Engineering,Pemerintahan,Jawa Timur,1908.0,32436,Low,76,162.09,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Scam/Fraud,Perbankan & Keuangan,Jawa Tengah,3577.375,85620,High,53,12.17,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Sql Injection,Manufaktur,Banten,265.0,10600,High,63,15.25,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Brute Force,Perbankan & Keuangan,Bali,747.0,37350,Medium,73,57.87,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Apt,Teknologi Informasi,Jawa Barat,148.0,6956,High,78,18.5,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Cryptojacking,Media,Jawa Timur,711.0,19908,Medium,54,38.56,Bssn/Kominfo Statistics,internal_structured
2024-03-26,2024,3,Zero-Day Exploit,Kesehatan,Jawa Barat,77.0,2156,Medium,79,26.84,Bssn/Kominfo Statistics,internal_structured
